EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
6034,6034,Maureen Hoffman,USER,Maureen. Hoffman@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,D,Black or African American,29683,37718,41736,Y,None,33237,7552,Retail
6035,6035,Cooper Lowe,USER,Cooper.er Lowe@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,Hispanic or Latino,34622,41562,41927,Y,None,30406,2650,Retail
6036,6036,Wylie Mosley,USER,Wylie.Mosley@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,Other,24520,38400,41687,Y,Website,44131,2041,Retail
6037,6037,Kathleen Logan,USER,Kathleen.een Logan@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,26158,41134,41864,Y,Website,41598,2396,Retail
6038,6038,Maria Schmidt,USER,Maria.chmidt@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,A,Unknown,26734,41344,41709,Y,Internal,56656,9226,Retail
6039,6039,Brianna Sims,USER,Brianna.nna Sims@bnna.com,Female,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,NY,New York,Manager,Y,PTE,7,B,White,25818,41889,41889,Y,Internal,58389,5205,Retail
6040,6040,Jordan Roth,USER,Jordan.an Roth@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,B,Black or African American,33498,40438,41899,Y,Internal,56763,8370,Retail
6041,6041,Price Barlow,USER,Price.Barlow@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Hispanic or Latino,24894,41696,41696,Y,Website,52742,4887,Retail
6042,6042,Kasimir Sykes,USER,Kasimir.ir Sykes@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Other,24619,35942,41786,Y,Website,47751,1887,Retail
6043,6043,Blaze Reynolds,USER,Blaze.ynolds@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,C,White,29189,37590,41973,Y,Internal,37738,2118,Retail
6044,6044,Alejandrino Rivera,USER,Alejandrino.drino Rivera@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,32736,41502,41867,Y,Job Fair,54791,531,Retail
6045,6045,Matthew Howard,USER,Matthew.w Howard@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,Unknown,22898,38604,41891,Y,None,50197,1619,Retail
6046,6046,Astrid Richard,USER,Astrid.Richard@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,19811,34786,41726,Y,None,59945,169,Retail
6047,6047,Marnie Miles,USER,Marnie.e Miles@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Hispanic or Latino,27358,40142,41968,Y,None,55619,2870,Retail
6048,6048,Fausta Bruno,USER,Fausta.a Bruno@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,A,Asian,19364,29956,41644,Y,Website,33656,8060,Retail
6049,6049,Hamilton Crane,USER,Hamilton.ton Crane@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,White,28286,38148,41800,Y,Website,58570,3139,Retail
6050,6050,Jonas Morgan,USER,Jonas.Morgan@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Black or African American,27866,39554,41745,Y,Website,54703,2191,Retail
6051,6051,Petra Bolton,USER,Petra.Bolton@bnna.com,Female,Retail,Retail - AMERICAS,Regional Manager,AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,7,B,Asian,28303,36338,41817,Y,Internal,91982,71721,Retail
6052,6052,Alexis Hampton,USER,Alexis.Hampton@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Other,27392,40541,42002,Y,Job Fair,42977,9920,Retail
6053,6053,Liberty Kidd,USER,Liberty.rty Kidd@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,C,Unknown,28930,41714,41714,Y,None,41929,7900,Retail
6054,6054,Donald Gardner,USER,Donald.Gardner@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Other,21365,32323,41819,Y,None,30630,6669,Retail
6055,6055,Channing James,USER,Channing.ing James@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,A,White,20845,29245,41664,Y,None,44865,930,Retail
6056,6056,Artur Ankarcrona,USER,Artur.rcrona@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,D,White,31581,40347,41808,Y,Website,39800,6703,Retail
6057,6057,Hayes Barber,USER,Hayes.Barber@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,NY,New York,Manager,Y,PTE,6,A,Hispanic or Latino,32198,41330,41695,Y,Website,33122,6537,Retail
6058,6058,Kylie Hester,USER,Kylie.Hester@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Other,19516,35587,41796,Y,Website,53279,1227,Retail
6059,6059,Valerie Cohen,USER,Valerie.ie Cohen@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Black or African American,25401,41472,41837,Y,Internal,52982,3123,Retail
6060,6060,Drew Corelone,USER,Drew.elone@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,Other,24118,33249,41650,Y,Job Fair,47802,7613,Retail
6061,6061,Wang Hodges,USER,Wang.odges@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,White,25666,36989,41737,Y,None,30115,3076,Retail
6062,6062,Malcolm Rice,USER,Malcolm.olm Rice@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Unknown,32964,40269,41730,N,None,32177,2678,Retail
6063,6063,Hoyt Atkinson,USER,Hoyt.inson@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,30482,41440,41805,Y,None,45649,3577,Retail
6064,6064,Hammett Sanders,USER,Hammett. Sanders@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Black or African American,30250,41573,41938,Y,Website,51034,5435,Retail
6065,6065,Kasimir Sears,USER,Kasimir.ir Sears@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,Hispanic or Latino,27414,41659,41659,N,Website,31907,5766,Retail
6066,6066,Brady Fry,USER,Brady.dy Fry@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Asian,22782,31183,41775,Y,Website,39367,8862,Retail
6067,6067,Heather Snow,USER,Heather.her Snow@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,A,Other,26097,41438,41803,Y,Internal,31572,164,Retail
6068,6068,Dustin Holman,USER,Dustin. Holman@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,D,White,21841,39008,41930,Y,Job Fair,51983,3409,Retail
6069,6069,Rick Butler,USER,Rick.utler@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,Unknown,20171,36242,41721,Y,None,59872,3082,Retail
6070,6070,Kitra Goodman,USER,Kitra.oodman@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,White,22775,38116,41768,Y,None,58558,9720,Retail
6071,6071,Scott Blanc,USER,Scott. Blanc@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Black or African American,25496,32801,41932,Y,None,52982,3943,Retail
6072,6072,Herrod Hobbs,USER,Herrod.d Hobbs@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Other,28372,40790,41886,Y,Website,31127,40,Retail
6073,6073,Scott Brown,USER,Scott. Brown@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,25713,41784,41784,Y,Website,30090,3417,Retail
6074,6074,Hu Hudson,USER,Hu.son@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Hispanic or Latino,24716,41883,41883,Y,Internal,32215,7478,Retail
6075,6075,Trevor Callahan,USER,Trevor.allahan@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,5,B,Other,24958,37011,41759,Y,Internal,59404,5556,Retail
6076,6076,Addison Burke,USER,Addison.on Burke@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,C,Unknown,33432,40737,41833,Y,Internal,56771,8434,Retail
6077,6077,Benjamin Owen,USER,Benjamin.amin Owen@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,White,27269,41514,41879,Y,Website,39027,2874,Retail
6078,6078,Hedley Roberson,USER,Hedley.oberson@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,A,Black or African American,24789,41591,41956,Y,Website,56064,1884,Retail
6079,6079,Clinton Bolton,USER,Clinton.n Bolton@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,D,White,20790,34304,41974,Y,Internal,53048,339,Retail
6080,6080,Gillian Anderson,USER,Gillian.Anderson@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,A,Unknown,21597,28902,41686,Y,Job Fair,43884,2410,Retail
6081,6081,Anne Geadelli,USER,Anne.delli@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,26672,36533,41647,Y,None,35068,7319,Retail
6082,6082,Mark Pugh,USER,Mark. Pugh@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Black or African American,22002,29307,41725,Y,None,58855,3973,Retail
6083,6083,Kylan Holmes,USER,Kylan.Holmes@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,Asian,24879,35837,41681,Y,None,34863,6082,Retail
6084,6084,Amy Brown,USER,Amy.rown@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,B,Other,27054,40203,41664,Y,Website,48860,3073,Retail
6085,6085,Candace Potter,USER,Candace.e Potter@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Unknown,21270,33323,41724,Y,Website,40012,4232,Retail
6086,6086,Alice Martin,USER,Alice.Martin@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,28665,41449,41814,Y,Website,42606,7342,Retail
6087,6087,Earnest Wagner,USER,Earnest.t Wagner@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Asian,33982,40921,41652,Y,Internal,56044,8257,Retail
6088,6088,Maile Ratliff,USER,Maile.atliff@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,Other,25598,38747,41669,Y,Job Fair,42037,114,Retail
6089,6089,Zachery Ratliff,USER,Zachery. Ratliff@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Unknown,30130,41453,41818,Y,None,53513,9198,Retail
6090,6090,Rashad Leonard,USER,Rashad.Leonard@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,30257,39388,41945,Y,None,34670,1387,Retail
6091,6091,Gary Redding,USER,Gary.dding@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,FTE,2,B,White,21061,33114,41880,Y,None,34860,3060,Retail
6092,6092,Hall Nieves,USER,Hall.ieves@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,Unknown,27516,40665,41761,Y,Website,50251,4613,Retail
6093,6093,Caldwell Hawkins,USER,Caldwell.l Hawkins@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,MA,Boston,Manager,Y,FTE,4,B,Unknown,23488,35541,41750,Y,Website,34580,8674,Retail
6094,6094,Antoine Dubois,USER,Antoine.e Dubois@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,C,White,25514,40489,41950,Y,Website,30461,4631,Retail
6095,6095,Dale Thomas,USER,Dale.homas@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,White,24076,37955,41973,Y,Internal,48425,1259,Retail
6096,6096,Quincy Fuller,USER,Quincy. Fuller@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,A,White,27397,41277,41642,Y,Job Fair,59844,763,Retail
6097,6097,Cheng Zhào,USER,Cheng.g Zhào@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,D,Black or African American,19879,34124,41794,Y,None,39598,6877,Retail
6098,6098,Fletcher Chen,USER,Fletcher.cher Chen@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,A,Hispanic or Latino,29726,38857,41779,Y,None,48641,7539,Retail
6099,6099,Malcolm Stafford,USER,Malcolm.Stafford@bnna.com,Male,Retail,Retail - AMERICAS,District Manager,AMERICAS,USA,MA,Boston,Senior Manager,Y,FTE,8,B,Asian,20925,34439,41744,Y,None,179472,49027,Retail
6100,6100,Stephan Jenkins,USER,Stephan. Jenkins@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,Hispanic or Latino,21051,34565,41870,Y,Website,55663,4668,Retail
6101,6101,August Martinez,USER,August.artinez@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,A,White,27417,41297,41662,Y,Website,31967,8808,Retail
6102,6102,Cooper Kidd,USER,Cooper.er Kidd@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,Black or African American,26130,40010,41836,Y,Website,31334,8358,Retail
6103,6103,Claus Borgherssoen,USER,Claus.rssoen@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,Hispanic or Latino,19598,30190,41878,Y,Internal,32431,5707,Retail
6104,6104,Daniel Floyd,USER,Daniel.l Floyd@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,B,Other,21775,30176,41864,Y,Job Fair,40149,5399,Retail
6105,6105,Amanda Meyers,USER,Amanda. Meyers@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,FTE,2,B,White,31870,39906,41732,Y,None,55676,3089,Retail
6106,6106,Karine Kodde,USER,Karine.e Kodde@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,C,Hispanic or Latino,23462,39167,41724,Y,None,42360,3432,Retail
6107,6107,Peter Barlow,USER,Peter.Barlow@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,B,Asian,23075,38781,41703,Y,None,30751,4862,Retail
6108,6108,Jelani Peterson,USER,Jelani.eterson@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,A,Asian,29324,41377,41742,Y,Website,49689,8001,Retail
6109,6109,Kevin Ashton,USER,Kevin.Ashton@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,D,Other,24275,41442,41807,Y,Website,37050,6434,Retail
6110,6110,Lucía Reyna,USER,Lucía. Reyna@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,B,Hispanic or Latino,27256,41501,41866,Y,Internal,51875,9864,Retail
6111,6111,William Manning,USER,William. Manning@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,MA,Boston,Manager,Y,FTE,5,B,White,25090,40430,41891,N,Internal,50415,878,Retail
6112,6112,August Cunningham,USER,August.ningham@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,A,Asian,26924,34229,41899,Y,Internal,38348,5759,Retail
6113,6113,Kirk Nichols,USER,Kirk.chols@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,B,White,20179,37346,41729,Y,Website,30394,3255,Retail
6114,6114,Erin Mcdaniel,USER,Erin.aniel@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,FTE,3,B,Asian,22543,31309,41901,Y,Website,52213,6773,Retail
6115,6115,Adara Cruz,USER,Adara.a Cruz@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,B,Unknown,23128,36277,41756,Y,Internal,41254,7958,Retail
6116,6116,Adriaantje Haanraads,USER,Adriaantje.e Haanraads@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,3,B,White,27952,41466,41831,Y,Job Fair,47170,3772,Retail
6117,6117,Christine Haselman,USER,Christine.e Haselman@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,C,Black or African American,27666,41546,41911,N,None,48868,2206,Retail
6118,6118,Georg Schmuker,USER,Georg.hmuker@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,B,Unknown,20311,30173,41861,Y,None,33095,797,Retail
6119,6119,Hamish Golden,USER,Hamish. Golden@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,FTE,2,A,Hispanic or Latino,21697,29002,41786,Y,None,30287,5544,Retail
6120,6120,Humberto Cabral,USER,Humberto.to Cabral@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,D,White,25421,39300,41857,Y,Website,46920,1208,Retail
6121,6121,Arabela Ferrari,USER,Arabela. Ferrari@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,2,A,White,19357,31775,42002,Y,Website,40576,3779,Retail
6122,6122,Bart Scott,USER,Bart.Scott@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,MA,Boston,Contributor,N,PTE,1,B,Unknown,28152,36187,41666,Y,Website,41097,5109,Retail
6123,6123,Amethyst Mcpherson,USER,Amethyst.Mcpherson@bnna.com,Female,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,PA,Philadelphia,Manager,Y,FTE,5,B,White,19729,27399,41644,Y,Internal,57310,2743,Retail
6124,6124,Jack Mcfadden,USER,Jack.adden@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,3,A,Black or African American,32019,41516,41881,Y,Job Fair,52749,8025,Retail
6125,6125,Blair Rodgers,USER,Blair.odgers@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,1,B,Hispanic or Latino,27780,41295,41660,Y,None,53986,1316,Retail
6126,6126,Nadia Flores,USER,Nadia.Flores@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,3,B,White,28336,36737,41850,Y,None,55290,7374,Retail
6127,6127,Ariel Castillo,USER,Ariel.stillo@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,2,B,Black or African American,19104,27504,41749,Y,None,43131,5479,Retail
6128,6128,Jarrod Arnold,USER,Jarrod. Arnold@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,3,B,White,32083,39023,41945,Y,Website,36536,7997,Retail
6129,6129,Xiangling Wong,USER,Xiangling.gling Wong@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,2,C,White,28904,41323,41688,Y,Website,56442,8768,Retail
6130,6130,Erich Long,USER,Erich.h Long@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,1,B,White,28000,41514,41879,Y,Website,37126,9452,Retail
6131,6131,Knox Bentley,USER,Knox.ntley@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,3,A,Other,26036,39916,41742,Y,Internal,38887,1852,Retail
6132,6132,Mel Richards,USER,Mel.ards@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,1,B,Hispanic or Latino,24448,39423,41980,Y,Job Fair,40920,7466,Retail
6133,6133,Signe Pate,USER,Signe.e Pate@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,2,B,Other,28221,37717,41735,Y,None,54792,7384,Retail
6134,6134,Remy Mallorquin,USER,Remy.rquin@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,3,A,Unknown,25435,32740,41871,Y,None,35554,1301,Retail
6135,6135,Yeo Sharpe,USER,Yeo.arpe@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,2,B,Black or African American,27002,35403,41977,Y,None,38394,2752,Retail
6136,6136,Scott Ingram,USER,Scott.Ingram@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,2,B,Black or African American,30348,41306,41671,Y,Website,30569,2017,Retail
6137,6137,Nathaniel Vance,USER,Nathaniel.niel Vance@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,1,B,Hispanic or Latino,29686,41374,41739,Y,Website,39184,2746,Retail
6138,6138,Elliott Cardenas,USER,Elliott.Cardenas@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,PTE,3,B,Other,22740,34063,41733,Y,Website,38910,1236,Retail
6139,6139,Hammett Sheppard,USER,Hammett.Sheppard@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,3,C,White,32677,41443,41808,Y,Internal,40127,2052,Retail
6140,6140,Jackson Montgomery,USER,Jackson.ntgomery@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,PA,Philadelphia,Manager,Y,PTE,6,B,Other,27320,34260,41930,Y,Job Fair,40840,8023,Retail
